Course No,Section,Instructor,Enrollment,Responses,Percent
LTWL 87,B00,"Lampert-Weissig, Lisa",9,6,66.67%
LTWR 100,A00,"Forbes, Camille",24,8,33.33%
LTWR 102,A00,"Banales, Melissa",23,5,21.74%
LTWR 106,A00,"Springer, Anna Joy",25,6,24.00%
LTWR 119,A00,"Banales, Melissa",25,8,32.00%
LTWR 129,A00,"Banales, Melissa",14,9,64.29%
LTWR 148,A00,"Hoang, Lily Kim",21,8,38.10%
LTWR 194,A00,"Hoang, Lily Kim",13,7,53.85%
LTWR 8A,A01,"Springer, Anna Joy",27,10,37.04%
LTWR 8A,A02,"Springer, Anna Joy",28,24,85.71%
LTWR 8A,A03,"Springer, Anna Joy",31,15,48.39%
LTWR 8B,A01,"Som, Brandon D",34,20,58.82%
LTWR 8B,A02,"Som, Brandon D",17,16,94.12%
LTWR 8B,A03,"Som, Brandon D",32,18,56.25%
MAE 101A,A00,"Sarkar, Sutanu",90,31,34.44%
MAE 101C,A00,"Chen, Renkun",214,71,33.18%
MAE 101C,B00,"Wang, Qingyang",13,9,69.23%
MAE 104,A00,"Lasheras, Juan C.",122,34,27.87%
MAE 105,A00,"Saintillan, David",215,65,30.23%
MAE 107,A00,"McEneaney, William Michael",210,59,28.10%
MAE 11,A00,"Nomura, Keiko K.",158,45,28.48%
MAE 122,A00,"Pawlak, Geno Ronald",68,25,36.76%
MAE 130A,A00,"Loh, Chin Hsiung",54,23,42.59%
MAE 130A,B00,"Amaddeo, Carmen N.",64,33,51.56%
MAE 130C,A00,"Zhu, Qiang",115,24,20.87%
MAE 130C,C00,"Loh, Chin Hsiung",4,3,75.00%
MAE 131A,A00,"Bahadori, Mohammad Yousef",76,26,34.21%
MAE 140,A00,"de Oliveira, Mauricio",120,78,65.00%
MAE 144,A00,"Bewley, Thomas R",71,26,36.62%
MAE 148,A01,"de Oliveira, Mauricio",14,6,42.86%
MAE 148,A01,"Silberman, Jack",14,6,42.86%
MAE 150,A00,"Talke, Frank E",125,48,38.40%
MAE 150,B00,"Friend, James Robert",48,46,95.83%
MAE 156A,A01,"Delson, Nathan Joseph",10,4,40.00%
MAE 156A,A02,"Delson, Nathan Joseph",8,7,87.50%
MAE 156A,A03,"Delson, Nathan Joseph",8,5,62.50%
MAE 156A,A04,"Delson, Nathan Joseph",7,3,42.86%
MAE 156A,A05,"Delson, Nathan Joseph",6,4,66.67%
MAE 166,A00,"Xu, Sheng",35,26,74.29%
MAE 170,A01,"Lal, Ratnesh",12,7,58.33%
MAE 170,A02,"Lal, Ratnesh",35,30,85.71%
MAE 170,A03,"Lal, Ratnesh",28,21,75.00%
MAE 170,A04,"Lal, Ratnesh",26,23,88.46%
MAE 170,A05,"Lal, Ratnesh",26,18,69.23%
MAE 170,A06,"Lal, Ratnesh",28,21,75.00%
MAE 170,A07,"Lal, Ratnesh",25,23,92.00%
MAE 170,A08,"Lal, Ratnesh",27,23,85.19%
MAE 180A,A00,"Bahadori, Mohammad Yousef",128,31,24.22%
MAE 2,A01,"Anderson, Mark Ronald",17,3,17.65%
MAE 2,A02,"Anderson, Mark Ronald",18,7,38.89%
MAE 2,A03,"Anderson, Mark Ronald",18,5,27.78%
MAE 2,A04,"Anderson, Mark Ronald",18,6,33.33%
MAE 2,A05,"Anderson, Mark Ronald",10,4,40.00%
MAE 2,A06,"Anderson, Mark Ronald",12,4,33.33%
MAE 2,A07,"Anderson, Mark Ronald",18,5,27.78%
MAE 2,A08,"Anderson, Mark Ronald",18,9,50.00%
MAE 2,A09,"Anderson, Mark Ronald",3,1,33.33%
MAE 20,A00,"McKittrick, Joanna M",135,53,39.26%
MAE 21,A01,"Cai, Shengqiang",7,2,28.57%
MAE 21,A02,"Cai, Shengqiang",8,2,25.00%
MAE 21,A03,"Cai, Shengqiang",10,4,40.00%
MAE 21,A04,"Cai, Shengqiang",10,4,40.00%
MAE 21,A05,"Cai, Shengqiang",3,1,33.33%
MAE 21,A06,"Cai, Shengqiang",4,2,50.00%
MAE 21,A07,"Cai, Shengqiang",7,3,42.86%
MAE 21,A10,"Cai, Shengqiang",2,1,50.00%
MAE 21,A11,"Cai, Shengqiang",1,0,0.00%
MAE 21,A12,"Cai, Shengqiang",2,0,0.00%
MAE 21,A13,"Cai, Shengqiang",1,0,0.00%
MAE 21,A14,"Cai, Shengqiang",3,1,33.33%
MAE 3,A01,"Lucas, Andrew J.",21,20,95.24%
MAE 3,A02,"Lucas, Andrew J.",22,19,86.36%
MAE 3,A03,"Tolley, Michael Thomas",23,21,91.30%
MAE 3,A04,"Tolley, Michael Thomas",22,20,90.91%
MAE 3,A05,"Lucas, Andrew J.",23,20,86.96%
MAE 3,A06,"Lucas, Andrew J.",23,21,91.30%
MAE 3,A07,"Tolley, Michael Thomas",21,20,95.24%
MAE 3,A08,"Tolley, Michael Thomas",20,17,85.00%
MAE 5,A01,"Gibson, Carl H.",15,9,60.00%
MAE 5,A02,"Gibson, Carl H.",17,4,23.53%
MAE 5,A03,"Gibson, Carl H.",19,5,26.32%
MAE 5,A04,"Gibson, Carl H.",21,9,42.86%
MAE 8,A01,"Pham, Hieu Tan",209,88,42.11%
MAE 93,A01,"Coimbra, Carlos F.",19,16,84.21%
MATH 100A,A01,"Popescu, Cristian D.",28,17,60.71%
MATH 100A,A02,"Popescu, Cristian D.",21,10,47.62%
MATH 100A,A03,"Popescu, Cristian D.",23,9,39.13%
MATH 100A,B01,"Varma, Ila K",27,6,22.22%
MATH 102,A01,"Green, Nathan E",33,13,39.39%
MATH 102,A02,"Green, Nathan E",30,7,23.33%
MATH 102,A03,"Green, Nathan E",33,15,45.45%
MATH 102,A04,"Green, Nathan E",32,13,40.63%
MATH 102,A05,"Green, Nathan E",29,14,48.28%
MATH 102,A06,"Green, Nathan E",29,12,41.38%
MATH 102,B01,"Au, Benson C",22,8,36.36%
MATH 102,B02,"Au, Benson C",18,10,55.56%
MATH 102,B03,"Au, Benson C",9,6,66.67%
MATH 102,B04,"Au, Benson C",8,2,25.00%
MATH 103A,A01,"Pelayo, Alvaro",26,15,57.69%
MATH 103A,A02,"Pelayo, Alvaro",25,14,56.00%
MATH 103A,B01,"Zelmanov, Efim I",35,10,28.57%
MATH 103A,B02,"Zelmanov, Efim I",31,9,29.03%
MATH 103A,B03,"Zelmanov, Efim I",31,9,29.03%
MATH 103A,C01,"Mohammadi, Amir",33,11,33.33%
MATH 103A,C02,"Mohammadi, Amir",36,17,47.22%
MATH 103A,C03,"Mohammadi, Amir",33,6,18.18%
MATH 104A,A01,"Sorensen, Claus M",35,28,80.00%
MATH 104A,A02,"Sorensen, Claus M",34,23,67.65%
MATH 109,A01,"Swanson, Joshua P",34,15,44.12%
MATH 109,A02,"Swanson, Joshua P",34,19,55.88%
MATH 109,A03,"Swanson, Joshua P",18,11,61.11%
MATH 109,B01,"Knop, Aleksandr",36,29,80.56%
MATH 109,B02,"Knop, Aleksandr",33,28,84.85%
MATH 109,B03,"Knop, Aleksandr",33,24,72.73%
MATH 109,C01,"Anzaldo, Leesa B",37,8,21.62%
MATH 109,C02,"Anzaldo, Leesa B",35,13,37.14%
MATH 109,D01,"Pelayo, Alvaro",28,19,67.86%
MATH 109,D02,"Pelayo, Alvaro",29,24,82.76%
MATH 109,E01,"Novak, Jonathan I",34,30,88.24%
MATH 109,E02,"Novak, Jonathan I",32,30,93.75%
MATH 109,E03,"Novak, Jonathan I",26,21,80.77%
MATH 10A,A01,"Bowers, Adam R.",38,23,60.53%
MATH 10A,A02,"Bowers, Adam R.",36,20,55.56%
MATH 10A,A03,"Bowers, Adam R.",36,20,55.56%
MATH 10A,A04,"Bowers, Adam R.",37,18,48.65%
MATH 10A,A05,"Bowers, Adam R.",36,30,83.33%
MATH 10A,A06,"Bowers, Adam R.",37,19,51.35%
MATH 10A,A07,"Bowers, Adam R.",37,17,45.95%
MATH 10A,A08,"Bowers, Adam R.",35,22,62.86%
MATH 10A,B01,"Savvas, Michail",29,17,58.62%
MATH 10A,B02,"Savvas, Michail",33,21,63.64%
MATH 10A,B03,"Savvas, Michail",28,13,46.43%
MATH 10A,B04,"Savvas, Michail",34,20,58.82%
MATH 10A,B05,"Savvas, Michail",31,17,54.84%
MATH 10A,B06,"Savvas, Michail",33,12,36.36%
MATH 10A,C01,"Deotte, Christopher George",41,17,41.46%
MATH 10A,C02,"Deotte, Christopher George",39,22,56.41%
MATH 10A,C03,"Deotte, Christopher George",38,14,36.84%
MATH 10A,C04,"Deotte, Christopher George",38,26,68.42%
MATH 10A,C05,"Deotte, Christopher George",38,21,55.26%
MATH 10A,C06,"Deotte, Christopher George",38,16,42.11%
MATH 10A,C07,"Deotte, Christopher George",39,19,48.72%
MATH 10A,C08,"Deotte, Christopher George",38,18,47.37%
MATH 10B,A01,"De Vleming, Kristin Elizab",34,20,58.82%
MATH 10B,A02,"De Vleming, Kristin Elizab",39,23,58.97%
MATH 10B,A03,"De Vleming, Kristin Elizab",38,23,60.53%
MATH 10B,A04,"De Vleming, Kristin Elizab",37,23,62.16%
MATH 10B,A05,"De Vleming, Kristin Elizab",40,26,65.00%
MATH 10B,A06,"De Vleming, Kristin Elizab",40,23,57.50%
MATH 10B,A07,"De Vleming, Kristin Elizab",39,24,61.54%
MATH 10B,A08,"De Vleming, Kristin Elizab",36,17,47.22%
MATH 10B,B01,"Tucker, Henry Jackson",43,24,55.81%
MATH 10B,B02,"Tucker, Henry Jackson",40,13,32.50%
MATH 10B,B03,"Tucker, Henry Jackson",39,13,33.33%
MATH 10B,B04,"Tucker, Henry Jackson",41,23,56.10%
MATH 10B,B05,"Tucker, Henry Jackson",42,27,64.29%
MATH 10B,B06,"Tucker, Henry Jackson",39,21,53.85%
MATH 10B,B07,"Tucker, Henry Jackson",41,24,58.54%
MATH 10B,B08,"Tucker, Henry Jackson",39,21,53.85%
MATH 10C,A01,"Um, Ko Woon",37,13,35.14%
MATH 10C,A02,"Um, Ko Woon",38,23,60.53%
MATH 10C,A03,"Um, Ko Woon",39,14,35.90%
MATH 10C,A04,"Um, Ko Woon",36,24,66.67%
MATH 10C,A05,"Um, Ko Woon",37,14,37.84%
MATH 10C,A06,"Um, Ko Woon",35,15,42.86%
MATH 10C,A07,"Um, Ko Woon",35,21,60.00%
MATH 10C,A08,"Um, Ko Woon",35,14,40.00%
MATH 10C,B01,"Knop, Aleksandr",33,29,87.88%
MATH 10C,B02,"Knop, Aleksandr",31,24,77.42%
MATH 10C,B03,"Knop, Aleksandr",30,24,80.00%
MATH 10C,B04,"Knop, Aleksandr",33,27,81.82%
MATH 10C,B05,"Knop, Aleksandr",31,28,90.32%
MATH 10C,B06,"Knop, Aleksandr",33,26,78.79%
MATH 11,A01,"Quarfoot, David James",32,17,53.13%
MATH 11,A02,"Quarfoot, David James",31,15,48.39%
MATH 11,A03,"Quarfoot, David James",30,15,50.00%
MATH 11,A04,"Quarfoot, David James",29,20,68.97%
MATH 11,A05,"Quarfoot, David James",33,17,51.52%
MATH 11,A06,"Quarfoot, David James",30,20,66.67%
MATH 11,B01,"Deotte, Christopher George",35,17,48.57%
MATH 11,B02,"Deotte, Christopher George",35,17,48.57%
MATH 11,B03,"Deotte, Christopher George",33,16,48.48%
MATH 11,B04,"Deotte, Christopher George",33,15,45.45%
MATH 11,B05,"Deotte, Christopher George",31,18,58.06%
MATH 11,B06,"Deotte, Christopher George",31,12,38.71%
MATH 11,B07,"Deotte, Christopher George",33,22,66.67%
MATH 11,B08,"Deotte, Christopher George",35,21,60.00%
MATH 110A,A01,"Elgindi, Tarek M",23,11,47.83%
MATH 110A,B01,"McKernan, James",23,8,34.78%
MATH 111A,A01,"Meyer, David A.",37,11,29.73%
MATH 120A,A01,"Driver, Bruce K",34,19,55.88%
MATH 120A,A02,"Driver, Bruce K",33,17,51.52%
MATH 140A,A01,"Bejenaru, Ioan",30,10,33.33%
MATH 140A,A02,"Bejenaru, Ioan",26,11,42.31%
MATH 140A,B01,"Zlatos, Andrej",22,10,45.45%
MATH 140A,B02,"Zlatos, Andrej",16,4,25.00%
MATH 142A,B01,"Wenzl, Hans G",31,8,25.81%
MATH 142A,B02,"Wenzl, Hans G",31,13,41.94%
MATH 142A,B03,"Wenzl, Hans G",29,5,17.24%
MATH 142A,C01,"Buskin, Nikolay",35,13,37.14%
MATH 142A,C02,"Buskin, Nikolay",34,14,41.18%
MATH 142A,D01,"Sterbenz, Jacob",26,21,80.77%
MATH 142A,D02,"Sterbenz, Jacob",29,27,93.10%
MATH 150A,A01,"Rabin, Jeffrey Mark",24,13,54.17%
MATH 153,A01,"Harel, Guershon",35,16,45.71%
MATH 157,A01,"Wear, Peter Joseph",36,13,36.11%
MATH 157,A02,"Wear, Peter Joseph",35,13,37.14%
MATH 157,A03,"Wear, Peter Joseph",29,11,37.93%
MATH 157,A04,"Wear, Peter Joseph",29,10,34.48%
MATH 170A,A01,"Cloninger, Alexander",38,15,39.47%
MATH 170A,A02,"Cloninger, Alexander",36,16,44.44%
MATH 170A,A03,"Cloninger, Alexander",33,12,36.36%
MATH 170A,A04,"Cloninger, Alexander",33,10,30.30%
MATH 170A,B01,"Cloninger, Alexander",34,6,17.65%
MATH 170A,B02,"Cloninger, Alexander",32,8,25.00%
MATH 170A,B03,"Cloninger, Alexander",34,12,35.29%
MATH 170A,B04,"Cloninger, Alexander",35,13,37.14%
MATH 170A,B05,"Cloninger, Alexander",32,13,40.63%
MATH 170A,B06,"Cloninger, Alexander",33,11,33.33%
MATH 170A,B07,"Cloninger, Alexander",30,7,23.33%
MATH 170A,B08,"Cloninger, Alexander",32,9,28.13%
MATH 170A,C01,"Behzadan, Ali",37,20,54.05%
MATH 170A,C02,"Behzadan, Ali",39,12,30.77%
MATH 170A,C03,"Behzadan, Ali",35,14,40.00%
MATH 170A,C04,"Behzadan, Ali",34,16,47.06%
MATH 174,A01,"Saab, Rayan",23,17,73.91%
MATH 174,A02,"Saab, Rayan",23,16,69.57%
MATH 174,A03,"Saab, Rayan",25,15,60.00%
MATH 174,A04,"Saab, Rayan",28,21,75.00%
MATH 18,A01,"Cheng, Hsiao-Bing",35,14,40.00%
MATH 18,A02,"Cheng, Hsiao-Bing",35,20,57.14%
MATH 18,A03,"Cheng, Hsiao-Bing",31,18,58.06%
MATH 18,A04,"Cheng, Hsiao-Bing",34,19,55.88%
MATH 18,A05,"Cheng, Hsiao-Bing",34,18,52.94%
MATH 18,A06,"Cheng, Hsiao-Bing",34,18,52.94%
MATH 18,B01,"Eggers, John Dietrich",34,14,41.18%
MATH 18,B02,"Eggers, John Dietrich",31,15,48.39%
MATH 18,B03,"Eggers, John Dietrich",34,10,29.41%
MATH 18,B04,"Eggers, John Dietrich",33,16,48.48%
MATH 18,B05,"Eggers, John Dietrich",31,14,45.16%
MATH 18,B06,"Eggers, John Dietrich",30,14,46.67%
MATH 18,C01,"Wenzl, Hans G",41,22,53.66%
MATH 18,C02,"Wenzl, Hans G",40,22,55.00%
MATH 18,C03,"Wenzl, Hans G",37,20,54.05%
MATH 18,C04,"Wenzl, Hans G",36,18,50.00%
MATH 18,C05,"Wenzl, Hans G",37,18,48.65%
MATH 18,C06,"Wenzl, Hans G",36,21,58.33%
MATH 18,C07,"Wenzl, Hans G",35,15,42.86%
MATH 18,C08,"Wenzl, Hans G",41,17,41.46%
MATH 18,D01,"Novak, Jonathan I",39,30,76.92%
MATH 18,D02,"Novak, Jonathan I",30,27,90.00%
MATH 18,D03,"Novak, Jonathan I",37,32,86.49%
MATH 18,D04,"Novak, Jonathan I",36,28,77.78%
MATH 18,D05,"Novak, Jonathan I",37,28,75.68%
MATH 18,D06,"Novak, Jonathan I",38,31,81.58%
MATH 18,D07,"Novak, Jonathan I",36,25,69.44%
MATH 18,D08,"Novak, Jonathan I",36,28,77.78%
MATH 18,E01,"Tamam, Nattalie",32,30,93.75%
MATH 18,E02,"Tamam, Nattalie",28,27,96.43%
MATH 18,E03,"Tamam, Nattalie",34,32,94.12%
MATH 18,E04,"Tamam, Nattalie",29,26,89.66%
MATH 18,E05,"Tamam, Nattalie",30,28,93.33%
MATH 18,E06,"Tamam, Nattalie",29,22,75.86%
MATH 180A,A01,"Au, Benson C",32,10,31.25%
MATH 180A,A02,"Au, Benson C",34,18,52.94%
MATH 180A,A03,"Au, Benson C",35,16,45.71%
MATH 180A,A04,"Au, Benson C",26,10,38.46%
MATH 180A,B01,"Zheng, Tianyi",34,14,41.18%
MATH 180A,B02,"Zheng, Tianyi",33,13,39.39%
MATH 180A,B03,"Zheng, Tianyi",34,14,41.18%
MATH 180A,B04,"Zheng, Tianyi",34,13,38.24%
MATH 180A,B05,"Zheng, Tianyi",32,10,31.25%
MATH 180A,B06,"Zheng, Tianyi",33,13,39.39%
MATH 180A,C01,"Zheng, Tianyi",30,11,36.67%
MATH 180A,C02,"Zheng, Tianyi",30,15,50.00%
MATH 180A,C03,"Zheng, Tianyi",28,11,39.29%
MATH 180A,C04,"Zheng, Tianyi",30,12,40.00%
MATH 180A,C05,"Zheng, Tianyi",31,18,58.06%
MATH 180A,C06,"Zheng, Tianyi",31,6,19.35%
MATH 181B,A01,"Zhang, Danna",30,9,30.00%
MATH 181B,A02,"Zhang, Danna",34,15,44.12%
MATH 181B,A03,"Zhang, Danna",28,10,35.71%
MATH 181B,A04,"Zhang, Danna",32,12,37.50%
MATH 183,A01,"Quarfoot, David James",31,15,48.39%
MATH 183,A02,"Quarfoot, David James",24,13,54.17%
MATH 183,A03,"Quarfoot, David James",30,14,46.67%
MATH 183,A04,"Quarfoot, David James",29,14,48.28%
MATH 183,A05,"Quarfoot, David James",32,15,46.88%
MATH 183,A06,"Quarfoot, David James",30,10,33.33%
MATH 183,A07,"Quarfoot, David James",26,12,46.15%
MATH 183,A08,"Quarfoot, David James",27,6,22.22%
MATH 183,A09,"Quarfoot, David James",29,11,37.93%
MATH 183,A10,"Quarfoot, David James",27,10,37.04%
MATH 184A,A01,"Sam, Steven V",32,19,59.38%
MATH 184A,A02,"Sam, Steven V",7,2,28.57%
MATH 184A,A03,"Sam, Steven V",34,24,70.59%
MATH 184A,A04,"Sam, Steven V",31,23,74.19%
MATH 184A,B01,"Rhoades, Brendon Patrick",37,27,72.97%
MATH 184A,B02,"Rhoades, Brendon Patrick",32,28,87.50%
MATH 184A,B03,"Rhoades, Brendon Patrick",32,28,87.50%
MATH 184A,B04,"Rhoades, Brendon Patrick",27,23,85.19%
MATH 2,A01,"Um, Ko Woon",34,19,55.88%
MATH 2,B01,"Harel, Guershon",27,20,74.07%
MATH 20A,A01,"Eggers, John Dietrich",35,17,48.57%
MATH 20A,A02,"Eggers, John Dietrich",39,20,51.28%
MATH 20A,A03,"Eggers, John Dietrich",36,17,47.22%
MATH 20A,A04,"Eggers, John Dietrich",35,21,60.00%
MATH 20A,A05,"Eggers, John Dietrich",37,22,59.46%
MATH 20A,A06,"Eggers, John Dietrich",36,18,50.00%
MATH 20A,A07,"Eggers, John Dietrich",38,23,60.53%
MATH 20A,A08,"Eggers, John Dietrich",39,19,48.72%
MATH 20A,B01,"Xu, Lingling",37,22,59.46%
MATH 20A,B02,"Xu, Lingling",37,21,56.76%
MATH 20A,B03,"Xu, Lingling",36,18,50.00%
MATH 20A,B04,"Xu, Lingling",37,15,40.54%
MATH 20A,C01,"Buskin, Nikolay",37,18,48.65%
MATH 20A,C02,"Buskin, Nikolay",34,24,70.59%
MATH 20A,C03,"Buskin, Nikolay",37,18,48.65%
MATH 20A,C04,"Buskin, Nikolay",37,21,56.76%
MATH 20A,C05,"Buskin, Nikolay",36,17,47.22%
MATH 20A,C06,"Buskin, Nikolay",37,18,48.65%
MATH 20A,D01,"Anzaldo, Leesa B",34,18,52.94%
MATH 20A,D02,"Anzaldo, Leesa B",34,19,55.88%
MATH 20A,D03,"Anzaldo, Leesa B",35,19,54.29%
MATH 20A,D04,"Anzaldo, Leesa B",33,19,57.58%
MATH 20A,D05,"Anzaldo, Leesa B",33,21,63.64%
MATH 20A,D06,"Anzaldo, Leesa B",33,19,57.58%
MATH 20B,A01,"Bowers, Adam R.",36,17,47.22%
MATH 20B,A02,"Bowers, Adam R.",37,22,59.46%
MATH 20B,A03,"Bowers, Adam R.",37,19,51.35%
MATH 20B,A04,"Bowers, Adam R.",38,16,42.11%
MATH 20B,A05,"Bowers, Adam R.",37,21,56.76%
MATH 20B,A06,"Bowers, Adam R.",38,20,52.63%
MATH 20B,A07,"Bowers, Adam R.",33,14,42.42%
MATH 20B,A08,"Bowers, Adam R.",29,14,48.28%
MATH 20B,B01,"Quarfoot, David James",36,16,44.44%
MATH 20B,B02,"Quarfoot, David James",37,22,59.46%
MATH 20B,B03,"Quarfoot, David James",34,15,44.12%
MATH 20B,B04,"Quarfoot, David James",34,21,61.76%
MATH 20B,B05,"Quarfoot, David James",35,23,65.71%
MATH 20B,B06,"Quarfoot, David James",38,24,63.16%
MATH 20B,B07,"Quarfoot, David James",36,20,55.56%
MATH 20B,B08,"Quarfoot, David James",36,19,52.78%
MATH 20B,C01,"Stapleton, David John",37,17,45.95%
MATH 20B,C02,"Stapleton, David John",34,19,55.88%
MATH 20B,C03,"Stapleton, David John",36,19,52.78%
MATH 20B,C04,"Stapleton, David John",34,19,55.88%
MATH 20B,C05,"Stapleton, David John",35,18,51.43%
MATH 20B,C06,"Stapleton, David John",37,22,59.46%
MATH 20B,C07,"Stapleton, David John",37,28,75.68%
MATH 20B,C08,"Stapleton, David John",37,22,59.46%
MATH 20B,D01,"Ciotti, Benjamin",37,22,59.46%
MATH 20B,D02,"Ciotti, Benjamin",34,18,52.94%
MATH 20B,D03,"Ciotti, Benjamin",35,24,68.57%
MATH 20B,D04,"Ciotti, Benjamin",35,20,57.14%
MATH 20B,D05,"Ciotti, Benjamin",37,23,62.16%
MATH 20B,D06,"Ciotti, Benjamin",34,15,44.12%
MATH 20B,D07,"Ciotti, Benjamin",24,11,45.83%
MATH 20B,D08,"Ciotti, Benjamin",11,6,54.55%
MATH 20C,A01,"Ferrara, Joseph William",32,16,50.00%
MATH 20C,A02,"Ferrara, Joseph William",31,20,64.52%
MATH 20C,A03,"Ferrara, Joseph William",29,14,48.28%
MATH 20C,A04,"Ferrara, Joseph William",34,17,50.00%
MATH 20C,A05,"Ferrara, Joseph William",29,22,75.86%
MATH 20C,A06,"Ferrara, Joseph William",32,21,65.63%
MATH 20C,B01,"Ben-Ezra, David El-Chai",42,23,54.76%
MATH 20C,B02,"Ben-Ezra, David El-Chai",41,24,58.54%
MATH 20C,B03,"Ben-Ezra, David El-Chai",42,22,52.38%
MATH 20C,B04,"Ben-Ezra, David El-Chai",42,16,38.10%
MATH 20C,B05,"Ben-Ezra, David El-Chai",42,20,47.62%
MATH 20C,B06,"Ben-Ezra, David El-Chai",42,20,47.62%
MATH 20C,C01,"Tesler, Glenn",40,20,50.00%
MATH 20C,C02,"Tesler, Glenn",41,18,43.90%
MATH 20C,C03,"Tesler, Glenn",37,16,43.24%
MATH 20C,C04,"Tesler, Glenn",40,11,27.50%
MATH 20C,C05,"Tesler, Glenn",41,21,51.22%
MATH 20C,C06,"Tesler, Glenn",38,20,52.63%
MATH 20C,C07,"Tesler, Glenn",39,20,51.28%
MATH 20C,C08,"Tesler, Glenn",39,29,74.36%
MATH 20C,D01,"Strahl, Perry Robert",42,35,83.33%
MATH 20C,D02,"Strahl, Perry Robert",40,36,90.00%
MATH 20C,D03,"Strahl, Perry Robert",40,37,92.50%
MATH 20C,D04,"Strahl, Perry Robert",43,39,90.70%
MATH 20C,D05,"Strahl, Perry Robert",43,41,95.35%
MATH 20C,D06,"Strahl, Perry Robert",43,41,95.35%
MATH 20C,D07,"Strahl, Perry Robert",40,37,92.50%
MATH 20C,D08,"Strahl, Perry Robert",40,37,92.50%
MATH 20C,E01,"Dewey, Edward Harold",34,16,47.06%
MATH 20C,E02,"Dewey, Edward Harold",31,22,70.97%
MATH 20C,E03,"Dewey, Edward Harold",33,21,63.64%
MATH 20C,E04,"Dewey, Edward Harold",32,23,71.88%
MATH 20C,E05,"Dewey, Edward Harold",33,21,63.64%
MATH 20C,E06,"Dewey, Edward Harold",31,17,54.84%
MATH 20C,F01,"Wang, Lujia",33,24,72.73%
MATH 20C,F02,"Wang, Lujia",33,26,78.79%
MATH 20C,F03,"Wang, Lujia",32,23,71.88%
MATH 20C,F04,"Wang, Lujia",31,20,64.52%
MATH 20C,F05,"Wang, Lujia",32,19,59.38%
MATH 20C,F06,"Wang, Lujia",30,20,66.67%
MATH 20D,A01,"Hammock, Frances H",34,12,35.29%
MATH 20D,A02,"Hammock, Frances H",29,11,37.93%
MATH 20D,A03,"Hammock, Frances H",33,15,45.45%
MATH 20D,A04,"Hammock, Frances H",35,18,51.43%
MATH 20D,B01,"Wang, Lujia",14,5,35.71%
MATH 20D,B02,"Wang, Lujia",11,5,45.45%
MATH 20D,B03,"Wang, Lujia",17,8,47.06%
MATH 20D,B04,"Wang, Lujia",30,11,36.67%
MATH 20D,C01,"Bach, Quang Tran",36,18,50.00%
MATH 20D,C02,"Bach, Quang Tran",41,24,58.54%
MATH 20D,C03,"Bach, Quang Tran",38,19,50.00%
MATH 20D,C04,"Bach, Quang Tran",40,18,45.00%
MATH 20D,C05,"Bach, Quang Tran",39,20,51.28%
MATH 20D,C06,"Bach, Quang Tran",37,18,48.65%
MATH 20D,C07,"Bach, Quang Tran",40,20,50.00%
MATH 20D,C08,"Bach, Quang Tran",39,20,51.28%
MATH 20D,D01,"Kitsela, Roman",37,30,81.08%
MATH 20D,D02,"Kitsela, Roman",35,25,71.43%
MATH 20D,D03,"Kitsela, Roman",32,27,84.38%
MATH 20D,D04,"Kitsela, Roman",36,33,91.67%
MATH 20E,A01,"Strahl, Perry Robert",32,28,87.50%
MATH 20E,A02,"Strahl, Perry Robert",34,26,76.47%
MATH 20E,A03,"Strahl, Perry Robert",32,21,65.63%
MATH 20E,A04,"Strahl, Perry Robert",30,23,76.67%
MATH 20E,A05,"Strahl, Perry Robert",33,26,78.79%
MATH 20E,A06,"Strahl, Perry Robert",33,18,54.55%
MATH 20E,A07,"Strahl, Perry Robert",35,31,88.57%
MATH 20E,A08,"Strahl, Perry Robert",31,26,83.87%
MATH 20E,B01,"Lu, Shaoying",32,10,31.25%
MATH 20E,B02,"Lu, Shaoying",30,11,36.67%
MATH 20E,B03,"Lu, Shaoying",34,11,32.35%
MATH 20E,B04,"Lu, Shaoying",34,13,38.24%
MATH 20E,B05,"Lu, Shaoying",31,15,48.39%
MATH 20E,B06,"Lu, Shaoying",30,19,63.33%
MATH 20E,C01,"Cheng, Hsiao-Bing",33,14,42.42%
MATH 20E,C02,"Cheng, Hsiao-Bing",33,17,51.52%
MATH 20E,C03,"Cheng, Hsiao-Bing",34,14,41.18%
MATH 20E,C04,"Cheng, Hsiao-Bing",30,14,46.67%
MATH 20E,C05,"Cheng, Hsiao-Bing",35,17,48.57%
MATH 20E,C06,"Cheng, Hsiao-Bing",32,12,37.50%
MATH 31AH,A01,"Agler, Jim",29,15,51.72%
MATH 31AH,A02,"Agler, Jim",31,21,67.74%
MATH 3C,A01,"Tu, Yucheng",33,19,57.58%
MATH 3C,A02,"Tu, Yucheng",29,21,72.41%
MATH 3C,A03,"Tu, Yucheng",32,15,46.88%
MATH 3C,A04,"Tu, Yucheng",30,14,46.67%
MATH 3C,A05,"Tu, Yucheng",30,17,56.67%
MATH 3C,A06,"Tu, Yucheng",29,21,72.41%
MATH 3C,B01,"Mirzaei, Mozhgan",38,20,52.63%
MATH 3C,B02,"Mirzaei, Mozhgan",37,24,64.86%
MATH 3C,B03,"Mirzaei, Mozhgan",35,19,54.29%
MATH 3C,B04,"Mirzaei, Mozhgan",35,13,37.14%
MATH 3C,C01,"Conder, Jonathan Edward",32,17,53.13%
